title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
《GRANDMASTER》	Sub	BPL1	0	0	0	19.215	36.442									TRUE	5	NP	F	0	-	499		TRUE	9	NP	F	0	-	939		TRUE	11	EC	B	1830	102	1504	1.92150000E+001									TRUE	5	NP	F	0	-	496		TRUE	9	FC	AA	1646	3	934		TRUE	11	EX	AA	2603	7	1508	3.64420000E+001									
Game Changers	Sub	BPL1	0	0	0	0	34.916									TRUE	4	NP	F	0	-	390		TRUE	8	NP	F	0	-	740		TRUE	11	NP	F	0	-	1395										TRUE	4	NP	F	0	-	386		TRUE	8	NP	F	0	-	759		TRUE	11	EX	AAA	2408	7	1353	3.49160000E+001									
Hat Surprise	Sub	BPL1	0	0	0	0	30.408									TRUE	4	NP	F	0	-	349		TRUE	8	NP	F	0	-	825		TRUE	11	NP	F	0	-	1234										TRUE	4	NP	F	0	-	350		TRUE	8	NP	F	0	-	820		TRUE	11	EX	AA	2172	6	1246	3.04080000E+001									
TOMAHAWK	Sub	BPL1	0	0	0	16.489	42.8085									TRUE	6	NP	F	0	-	697		TRUE	10	NC	B	1499	67	1215	1.64890000E+001	TRUE	12	F	D	1294	-	1830										TRUE	7	NP	F	0	-	713		TRUE	10	FC	AAA	2461	0	1318		TRUE	12	HC	AA	3171	35	1841	4.28085000E+001									
One for All	Sub	BPL1	0	0	0	26.726	36.974									TRUE	5	NP	F	0	-	516		TRUE	9	F	A	1391	-	910		TRUE	12	EC	A	2324	107	1632	2.67260000E+001									TRUE	5	NP	F	0	-	524		TRUE	9	NP	F	0	-	946		TRUE	12	EX	AA	2641	15	1554	3.69740000E+001									
Brave Spirits	Sub	BPL1	0	0	0	4.33	34.725									TRUE	4	NP	F	0	-	362		TRUE	8	NP	F	0	-	722		TRUE	10	F	F	433	-	1250	4.33000000E+000									TRUE	4	NP	F	0	-	362		TRUE	8	NP	F	0	-	718		TRUE	10	FC	AAA	2315	2	1249	3.47250000E+001									
Triple Cross	Bits	Bits	6000	10000	12000	0	31.188	TRUE	3	NP	F	0	-	297		FALSE	6	NP	F	0	-	568		FALSE	10	NP	F	0	-	1172		TRUE	12	NP	F	0	-	1667										FALSE	6	NP	F	0	-	598		FALSE	10	NP	F	0	-	1184		TRUE	12	F	AA	2712	-	1693	3.11880000E+001									
Aftermath	Sub	CH1	0	0	0	27.189	43.33									TRUE	6	NP	F	0	-	619		TRUE	10	HC	AA	2014	29	1220	2.71890000E+001	TRUE	12	NP	F	0	-	1828										TRUE	6	NP	F	0	-	595		TRUE	10	EX	AAA	2379	6	1257		TRUE	12	EX	AA	3095	17	1777	4.33300000E+001									
逆月	Sub	SV1	0	0	0	25.461	44.912									TRUE	7	NP	F	0	-	760		TRUE	10	HC	AA	1886	53	1194	2.54610000E+001	TRUE	12	F	F	529	-	1920										TRUE	7	NP	F	0	-	768		TRUE	10	FC	AAA	2244	4	1177		TRUE	12	EX	AA	3208	20	1848	4.49120000E+001									
Souhait bleu	Sub	SV1	0	0	0	0	37.7145									TRUE	5	NP	F	0	-	457		TRUE	9	NP	F	0	-	977		TRUE	11	NP	F	0	-	1407										TRUE	5	NP	F	0	-	467		TRUE	9	NP	F	0	-	1007		TRUE	11	EX	AAA	2601	14	1457	3.77145000E+001									
Stepper	Sub	CH1	0	0	0	0	0									TRUE	4	NP	F	0	-	356		TRUE	8	NP	F	0	-	780		TRUE	10	NP	F	0	-	1105										TRUE	4	NP	F	0	-	364		TRUE	8	NP	F	0	-	783		TRUE	10	NP	F	0	-	1112										
黒紅掬い	Sub	CH2	0	0	0	0	30.615									TRUE	4	NP	F	0	-	336		TRUE	7	NP	F	0	-	613		TRUE	9	NP	F	0	-	916										TRUE	4	NP	F	0	-	334		TRUE	7	NP	F	0	-	617		TRUE	9	FC	AAA	2041	0	1046	3.06150000E+001									
Emera	Sub	CH2	0	0	0	20.064	33.872									TRUE	5	NP	F	0	-	450		TRUE	8	NP	F	0	-	831		TRUE	11	F	A	1824	-	1179	2.00640000E+001									TRUE	5	NP	F	0	-	482		TRUE	8	NP	F	0	-	861		TRUE	11	EX	AAA	2336	5	1266	3.38720000E+001									
B.O.D.Y.	Sub	RES2	0	0	0	0	38.64									TRUE	6	NP	F	0	-	558		TRUE	10	NP	F	0	-	1103		TRUE	12	NP	F	0	-	1734										TRUE	6	NP	F	0	-	608		TRUE	10	EX	AAA	1946	5	1067		TRUE	12	EX	AA	2760	16	1661	3.86400000E+001									
湘南ロンリーMIDNIGHT RAIN	Sub	RES1	0	0	0	0	0									TRUE	5	NP	F	0	-	493		TRUE	8	NP	F	0	-	918		TRUE	10	NP	F	0	-	1438										TRUE	5	NP	F	0	-	518		TRUE	8	NP	F	0	-	891		TRUE	10	NP	F	0	-	1305										
LOUDER ROLLING THUNDER	Sub	RES1	0	0	0	0	33.345									TRUE	6	NP	F	0	-	555		TRUE	10	NP	F	0	-	1029		TRUE	12	NP	F	0	-	1767										TRUE	6	NP	F	0	-	635		TRUE	10	NP	F	0	-	1026		TRUE	12	HC	A	2565	41	1650	3.33450000E+001									
mathematical good-bye	Base	Base	0	0	0	0	0									TRUE	5	NP	F	0	-	589		TRUE	8	NP	F	0	-	925		TRUE	10	NP	F	0	-	1427										TRUE	5	NP	F	0	-	576		TRUE	8	NP	F	0	-	911		TRUE	10	NP	F	0	-	1407										
Shadow World	Sub	RES2	0	0	0	0	37.932									TRUE	4	NP	F	0	-	498		TRUE	8	NP	F	0	-	836		TRUE	11	NP	F	0	-	1369										TRUE	4	NP	F	0	-	510		TRUE	8	NP	F	0	-	885		TRUE	11	EX	AAA	2616	1	1365	3.79320000E+001									
TECHNOPHOBIA	Sub	RES1	0	0	0	0	35.019									TRUE	5	NP	F	0	-	404		TRUE	8	NP	F	0	-	852		TRUE	12	NP	F	0	-	1544										TRUE	5	NP	F	0	-	437		TRUE	8	NP	F	0	-	839		TRUE	12	HC	AA	2594	37	1538	3.50190000E+001									
VØID	Sub	RES2	0	0	0	0	34.294									TRUE	7	NP	F	0	-	684		TRUE	10	NP	F	0	-	1028		TRUE	12	NP	F	0	-	1712										TRUE	7	NP	F	0	-	685		TRUE	10	EX	AAA	1789	13	991		TRUE	12	HC	A	2638	53	1709	3.42940000E+001									
FLARE -炎舞- ft.Nana Takahashi	Sub	BPL2	0	0	0	0	37.215									TRUE	5	NP	F	0	-	573		TRUE	8	NP	F	0	-	961		TRUE	10	NP	F	0	-	1455										TRUE	5	NP	F	0	-	575		TRUE	8	NP	F	0	-	970		TRUE	10	FC	AAA	2481	1	1337	3.72150000E+001									
No Border	Sub	RES2	0	0	0	0	45.248									TRUE	6	NP	F	0	-	589		TRUE	10	NP	F	0	-	1013		TRUE	12	NP	F	0	-	1895										TRUE	6	NP	F	0	-	592		TRUE	10	NP	F	0	-	1075		TRUE	12	EX	AA	3232	21	1953	4.52480000E+001									
輪廻の鴉	Sub	PNM2	0	0	0	0	38.445									TRUE	5	NP	F	0	-	520		TRUE	9	NP	F	0	-	910		TRUE	11	NP	F	0	-	1398										TRUE	6	NP	F	0	-	584		TRUE	9	NP	F	0	-	910		TRUE	11	FC	AAA	2563	3	1398	3.84450000E+001									
STRAIGHT TO THE STARS	Sub	RES1	0	0	0	19.964	38.2365									TRUE	5	NP	F	0	-	530		TRUE	8	EX	AA	1426	15	879	1.99640000E+001	TRUE	11	NP	F	0	-	1506										TRUE	5	NP	F	0	-	486		TRUE	8	NP	F	0	-	857		TRUE	11	EX	AAA	2637	13	1456	3.82365000E+001									
Xerulean	Sub	RES2	0	0	0	0	37.962									TRUE	7	NP	F	0	-	690		TRUE	10	NP	F	0	-	1049		TRUE	12	NP	F	0	-	1802										TRUE	7	NP	F	0	-	709		TRUE	10	NP	F	0	-	1043		TRUE	12	HC	AA	2812	64	1804	3.79620000E+001									
Peng-Ging Sky High!!	Sub	RES1	0	0	0	0	0									TRUE	5	NP	F	0	-	550		TRUE	7	NP	F	0	-	746		TRUE	10	NP	F	0	-	1336										TRUE	5	NP	F	0	-	558		TRUE	7	NP	F	0	-	760		TRUE	10	NP	F	0	-	1341										
サヨナラ・ヘヴン-Celtic Chip Dance Mix-	Sub	UM1	0	0	0	32.242	35.0465									TRUE	4	NP	F	0	-	461		TRUE	8	NP	F	0	-	775		TRUE	10	EX	AA	2303	10	1319	3.22420000E+001									TRUE	4	NP	F	0	-	443		TRUE	7	NP	F	0	-	736		TRUE	10	EX	AAA	2417	1	1280	3.50465000E+001									
VOLAQUAS	Sub	RES1	0	0	0	33.2695	44.6715									TRUE	7	NP	F	0	-	670		TRUE	10	NP	F	0	-	1119		TRUE	12	EC	A	2893	88	1982	3.32695000E+001									TRUE	7	NP	F	0	-	667		TRUE	10	NP	F	0	-	1141		TRUE	12	HC	AA	3309	43	2003	4.46715000E+001									
7 Colors	Sub	RES1	0	0	0	23.856	28.335									TRUE	4	NP	F	0	-	318		TRUE	7	NP	F	0	-	607		TRUE	10	EX	AA	1704	7	970	2.38560000E+001									TRUE	4	NP	F	0	-	318		TRUE	7	NP	F	0	-	597		TRUE	10	FC	AAA	1889	1	997	2.83350000E+001									
■□模様	Sub	RES2	0	0	0	0	37.8885									TRUE	5	NP	F	0	-	495		TRUE	8	NP	F	0	-	782		TRUE	10	NP	F	0	-	1337										TRUE	5	NP	F	0	-	527		TRUE	8	NP	F	0	-	809		TRUE	10	EX	AAA	2613	4	1380	3.78885000E+001									
LADS	Sub	RES1	0	0	0	0	36.221									TRUE	5	NP	F	0	-	474		TRUE	7	NP	F	0	-	834		TRUE	10	NP	F	0	-	1155										TRUE	5	NP	F	0	-	519		TRUE	7	NP	F	0	-	720		TRUE	10	EX	AAA	2498	12	1349	3.62210000E+001									
Meissa	Sub	RES2	0	0	0	0	33.866									TRUE	5	NP	F	0	-	465		TRUE	9	NP	F	0	-	826		TRUE	12	NP	F	0	-	1435										TRUE	5	NP	F	0	-	463		TRUE	9	NP	F	0	-	825		TRUE	12	EX	AA	2419	9	1415	3.38660000E+001									
雨のちパノラマセカイ	Sub	RES2	0	0	0	0	31.523									TRUE	4	NP	F	0	-	413		TRUE	7	NP	F	0	-	721		TRUE	9	NP	F	0	-	1112										TRUE	4	NP	F	0	-	491		TRUE	7	NP	F	0	-	798		TRUE	10	EX	AAA	2174	2	1115	3.15230000E+001									
Bad Encryption	Sub	RES1	0	0	0	20.94	31.9875									TRUE	7	NP	F	0	-	678		TRUE	10	NP	F	0	-	1015		TRUE	12	F	B	2094	145	1633	2.09400000E+001									TRUE	7	NP	F	0	-	692		TRUE	10	EX	AA	1739	7	998		TRUE	12	NC	AA	2559	50	1614	3.19875000E+001									
Beyond Evolution	Sub	RES1	0	0	0	23.51	36.384									TRUE	7	NP	F	0	-	753		TRUE	11	NP	F	0	-	1332		TRUE	12	F	C	2351	314	2216	2.35100000E+001									TRUE	7	NP	F	0	-	777		TRUE	11	EX	AAA	2477	5	1364		TRUE	12	NC	A	3032	108	2137	3.63840000E+001									
Programmed Genom	Sub	RES1	0	0	0	0	31.1315									TRUE	5	NP	F	0	-	570		TRUE	8	NP	F	0	-	826		TRUE	11	NP	F	0	-	1214										TRUE	5	NP	F	0	-	559		TRUE	8	NP	F	0	-	829		TRUE	11	EX	AAA	2147	7	1155	3.11315000E+001									
kors k's How to make OTOGE CORE 「LONG」	Sub	RES2	0	0	0	0	33.031									TRUE	6	NP	F	0	-	607		TRUE	10	NP	F	0	-	1216		TRUE	12	NP	F	0	-	1863										TRUE	6	NP	F	0	-	610		TRUE	10	EX	AAA	2278	1	1219	3.30310000E+001	TRUE	12	F	A	2647	-	1859										
suspicions	Sub	Sub	0	0	0	0	0									TRUE	6	NP	F	0	-	609		TRUE	10	NP	F	0	-	1174		TRUE	12	NP	F	0	-	1908										TRUE	6	NP	F	0	-	666		TRUE	10	NP	F	0	-	1224		TRUE	12	NP	F	0	-	1914										
≡+≡	Sub	RES1	0	0	0	0	42.659	TRUE	3	NP	F	0	-	301		TRUE	7	NP	F	0	-	698		TRUE	10	NP	F	0	-	1069		TRUE	11	NP	F	0	-	1520										TRUE	7	NP	F	0	-	696		TRUE	10	FC	AAA	2016	2	1031		TRUE	11	EX	AAA	2942	7	1573	4.26590000E+001									
Caldwell 99	Base	Base	0	0	0	0	35.5105									TRUE	6	NP	F	0	-	530		TRUE	9	NP	F	0	-	975		TRUE	11	NP	F	0	-	1293										TRUE	6	NP	F	0	-	541		TRUE	9	NP	F	0	-	961		TRUE	11	EX	AAA	2449	8	1338	3.55105000E+001									
月と夢の跡 ft. マナ	Sub	RES2	0	0	0	0	34.2635									TRUE	5	NP	F	0	-	484		TRUE	8	NP	F	0	-	780		TRUE	10	NP	F	0	-	1269										TRUE	5	NP	F	0	-	488		TRUE	8	NP	F	0	-	808		TRUE	10	EX	AAA	2363	2	1233	3.42635000E+001									
Ambush Ace	Sub	RES1	0	0	0	0	38.251									TRUE	5	NP	F	0	-	542		TRUE	9	NP	F	0	-	1075		TRUE	11	NP	F	0	-	1492										TRUE	5	NP	F	0	-	528		TRUE	9	NP	F	0	-	959		TRUE	11	EX	AAA	2638	11	1477	3.82510000E+001									
C-C-C-N-N-N	Sub	RES1	0	0	0	0	39.1355									TRUE	5	NP	F	0	-	504		TRUE	9	NP	F	0	-	898		TRUE	11	NP	F	0	-	1434										TRUE	5	NP	F	0	-	525		TRUE	9	NP	F	0	-	902		TRUE	11	EX	AAA	2699	5	1490	3.91355000E+001									
Peaktime Booster	Sub	RES2	0	0	0	0	35.5185									TRUE	7	NP	F	0	-	588		TRUE	10	NP	F	0	-	959		TRUE	12	NP	F	0	-	1663										TRUE	6	NP	F	0	-	588		TRUE	10	NP	F	0	-	909		TRUE	12	HC	AA	2631	35	1572	3.55185000E+001									
Move UR Body	Sub	RES2	0	0	0	0	36.3805									TRUE	6	NP	F	0	-	597		TRUE	9	NP	F	0	-	919		TRUE	11	NP	F	0	-	1327										TRUE	6	NP	F	0	-	544		TRUE	9	NP	F	0	-	919		TRUE	11	EX	AAA	2509	5	1358	3.63805000E+001									
儚キ戀ノ幻想譚	Sub	RES1	0	0	0	36.374	40.608	TRUE	3	NP	F	0	-	298		TRUE	8	NP	F	0	-	797		TRUE	10	NP	F	0	-	1169		TRUE	12	HC	A	2798	57	1808	3.63740000E+001									TRUE	7	NP	F	0	-	806		TRUE	10	EX	AAA	2161	5	1139		TRUE	12	HC	AA	3008	39	1800	4.06080000E+001									
Always We Trust In You	Sub	RES1	0	0	0	12.81	37.9755									TRUE	6	NP	F	0	-	607		TRUE	9	NP	F	0	-	951		TRUE	12	F	D	1281	-	1625	1.28100000E+001									TRUE	6	NP	F	0	-	630		TRUE	9	NP	F	0	-	925		TRUE	12	HC	AA	2813	41	1692	3.79755000E+001									
3V0	Sub	RES2	0	0	0	30.2375	40.3535									TRUE	5	NP	F	0	-	530		TRUE	9	NP	F	0	-	929		TRUE	11	NC	AA	2419	50	1530	3.02375000E+001									TRUE	5	NP	F	0	-	530		TRUE	9	NP	F	0	-	930		TRUE	11	EX	AAA	2783	6	1530	4.03535000E+001									
Driver	Sub	RES1	0	0	0	0	0									TRUE	5	NP	F	0	-	450		TRUE	7	NP	F	0	-	651		TRUE	9	NP	F	0	-	906										TRUE	5	NP	F	0	-	455		TRUE	7	NP	F	0	-	647		TRUE	9	NP	F	0	-	930										
きゅんです。	Sub	RES2	0	0	0	0	33.553									TRUE	4	NP	F	0	-	367		TRUE	7	NP	F	0	-	724		TRUE	10	NP	F	0	-	1177										TRUE	4	NP	F	0	-	384		TRUE	7	NP	F	0	-	718		TRUE	10	EX	AAA	2314	3	1202	3.35530000E+001									
Rewind Time	Sub	RES2	0	0	0	0	35.37									TRUE	4	NP	F	0	-	361		TRUE	7	NP	F	0	-	658		TRUE	10	NP	F	0	-	1107										TRUE	4	NP	F	0	-	360		TRUE	7	NP	F	0	-	655		TRUE	10	FC	AAA	2358	1	1215	3.53700000E+001									
wanna be a "BAD GIRL" feat. Nana Takahashi	Sub	RES2	0	0	0	0	39.266									TRUE	3	NP	F	0	-	401		TRUE	6	NP	F	0	-	665		TRUE	9	NP	F	0	-	1029		TRUE	10	NP	F	0	-	1327		TRUE	3	NP	F	0	-	395		TRUE	6	NP	F	0	-	661		TRUE	9	FC	AAA	1918	3	1002		TRUE	10	EX	AAA	2708	5	1413	3.92660000E+001	
Fading Stars	Sub	RES1	0	0	0	0	0									TRUE	5	NP	F	0	-	553		TRUE	8	NP	F	0	-	831		TRUE	10	NP	F	0	-	1367										TRUE	5	NP	F	0	-	581		TRUE	8	NP	F	0	-	874		TRUE	10	NP	F	0	-	1292										
Seraph	Sub	RES2	0	0	0	0	34.597									TRUE	5	NP	F	0	-	500		TRUE	9	NP	F	0	-	922		TRUE	11	NP	F	0	-	1227										TRUE	5	NP	F	0	-	503		TRUE	9	NP	F	0	-	859		TRUE	11	EX	AAA	2386	1	1234	3.45970000E+001									
Perfect Plan	Sub	RES1	0	0	0	0	32.186									TRUE	6	NP	F	0	-	595		TRUE	9	NP	F	0	-	912		TRUE	11	NP	F	0	-	1328										TRUE	6	NP	F	0	-	597		TRUE	9	NP	F	0	-	913		TRUE	11	EX	AA	2299	14	1305	3.21860000E+001									
Swing My Wonderland	Sub	RES1	0	0	0	0	40.4405									TRUE	5	NP	F	0	-	662		TRUE	9	NP	F	0	-	1178		TRUE	11	NP	F	0	-	1570										TRUE	5	NP	F	0	-	662		TRUE	9	NP	F	0	-	1147		TRUE	11	EX	AAA	2789	6	1500	4.04405000E+001									
DIAMOND JACKAL	Sub	RES1	0	0	0	0	32.248									TRUE	5	NP	F	0	-	540		TRUE	9	NP	F	0	-	839		TRUE	11	NP	F	0	-	1313										TRUE	5	NP	F	0	-	531		TRUE	9	NP	F	0	-	800		TRUE	11	EX	AAA	2224	5	1213	3.22480000E+001									
Summerblue	Sub	RES1	0	0	0	0	34.22	TRUE	2	NP	F	0	-	186		TRUE	5	NP	F	0	-	551		TRUE	8	NP	F	0	-	886		TRUE	10	NP	F	0	-	1232										TRUE	5	NP	F	0	-	552		TRUE	8	NP	F	0	-	885		TRUE	10	EX	AAA	2360	5	1271	3.42200000E+001									
Somnidiscotheque	Sub	RES2	0	0	0	0	35.321									TRUE	6	NP	F	0	-	680		TRUE	11	NP	F	0	-	1053		TRUE	12	NP	F	0	-	1776										TRUE	6	NP	F	0	-	682		TRUE	10	EX	AAA	1923	2	1038		TRUE	12	HC	A	2717	62	1788	3.53210000E+001									
罪過の聖堂	Sub	RES2	0	0	0	0	24.138									TRUE	5	NP	F	0	-	449		TRUE	8	NP	F	0	-	708		TRUE	10	NP	F	0	-	1080										TRUE	4	NP	F	0	-	449		TRUE	9	NP	F	0	-	731		TRUE	11	HC	AA	1788	17	1081	2.41380000E+001									
栄冠のカンパネラ	Sub	RES1	0	0	0	32.8555	43.821									TRUE	7	NP	F	0	-	687		TRUE	10	NP	F	0	-	1101		TRUE	12	EC	A	2857	120	2000	3.28555000E+001									TRUE	7	NP	F	0	-	700		TRUE	10	NP	F	0	-	1179		TRUE	12	HC	AA	3246	56	2000	4.38210000E+001									
Super Freak	Sub	RES2	0	0	0	0	21.96									TRUE	5	NP	F	0	-	565		TRUE	9	NP	F	0	-	963		TRUE	12	NP	F	0	-	1754										TRUE	5	NP	F	0	-	606		TRUE	9	NP	F	0	-	974		TRUE	12	F	B	2196	-	1789	2.19600000E+001									
楽園追放	Sub	RES1	0	0	0	22.503	32.567									TRUE	5	NP	F	0	-	476		TRUE	8	NP	F	0	-	796		TRUE	10	HC	A	1731	31	1228	2.25030000E+001									TRUE	5	NP	F	0	-	496		TRUE	8	NP	F	0	-	776		TRUE	10	EX	AAA	2246	3	1223	3.25670000E+001									
#CMFLG	Bits	Bits	6000	10000	12000	0	0									FALSE	6	NP	F	0	-	601		FALSE	10	NP	F	0	-	1186		FALSE	12	NP	F	0	-	1748										FALSE	6	NP	F	0	-	625		FALSE	10	NP	F	0	-	1152		FALSE	12	NP	F	0	-	1562										
神のシナリオ	Bits	Bits	6000	9000	12000	0	0									FALSE	6	NP	F	0	-	593		FALSE	9	NP	F	0	-	882		TRUE	12	NP	F	0	-	1652										FALSE	6	NP	F	0	-	589		FALSE	9	NP	F	0	-	904		TRUE	12	NP	F	0	-	1630										
EXODUS SIGN	Sub	RES1	0	0	0	0	31.654									TRUE	6	NP	F	0	-	626		TRUE	9	NP	F	0	-	921		TRUE	11	NP	F	0	-	1366										TRUE	6	NP	F	0	-	633		TRUE	9	NP	F	0	-	946		TRUE	11	EX	AA	2261	10	1275	3.16540000E+001									
響花水月	Sub	RES2	0	0	0	0	40.9625									TRUE	6	NP	F	0	-	608		TRUE	9	NP	F	0	-	974		TRUE	11	NP	F	0	-	1487										TRUE	6	NP	F	0	-	586		TRUE	9	FC	AAA	1981	1	1039		TRUE	11	EX	AAA	2825	12	1545	4.09625000E+001									
GET UP AGAIN	Sub	RES1	0	0	0	0	33.727									TRUE	6	NP	F	0	-	564		TRUE	8	NP	F	0	-	856		TRUE	10	NP	F	0	-	1226										TRUE	6	NP	F	0	-	588		TRUE	8	NP	F	0	-	821		TRUE	10	EX	AAA	2326	7	1227	3.37270000E+001									
BIGWAVERS	Sub	RES1	0	0	0	0	42.363									TRUE	6	NP	F	0	-	587		TRUE	9	NP	F	0	-	963		TRUE	12	NP	F	0	-	1796										TRUE	6	NP	F	0	-	599		TRUE	9	NP	F	0	-	1042		TRUE	12	HC	AA	3138	24	1777	4.23630000E+001									
VOLCANIC BIGBEAT	Sub	RES2	0	0	0	0	34.734									TRUE	6	NP	F	0	-	552		TRUE	9	NP	F	0	-	932		TRUE	11	NP	F	0	-	1444										TRUE	6	NP	F	0	-	568		TRUE	9	NP	F	0	-	922		TRUE	11	EX	AA	2481	14	1402	3.47340000E+001									
Dreaming Dream	Sub	RES1	0	0	0	28.224	32.385									TRUE	4	NP	F	0	-	423		TRUE	7	NP	F	0	-	719		TRUE	10	EX	AA	2016	10	1143	2.82240000E+001									TRUE	4	NP	F	0	-	426		TRUE	7	NP	F	0	-	705		TRUE	10	FC	AAA	2159	0	1118	3.23850000E+001									
THE TIME MACHINE	Sub	RES2	0	0	0	0	35.67									TRUE	6	NP	F	0	-	552		TRUE	9	NP	F	0	-	900		TRUE	11	NP	F	0	-	1350										TRUE	6	NP	F	0	-	574		TRUE	9	FC	AAA	1646	0	856		TRUE	11	EX	AAA	2460	7	1328	3.56700000E+001									
ONE AND ONLY	Sub	RES1	0	0	0	30.589	39.312									TRUE	6	NP	F	0	-	600		TRUE	9	NP	F	0	-	919		TRUE	12	HC	A	2353	54	1639	3.05890000E+001									TRUE	6	NP	F	0	-	620		TRUE	10	NP	F	0	-	1018		TRUE	12	EX	AA	2808	9	1646	3.93120000E+001									
CUE CUE RESCUE	Sub	RES2	0	0	0	0	35.55	TRUE	3	NP	F	0	-	267		TRUE	5	NP	F	0	-	580		TRUE	8	NP	F	0	-	853		TRUE	10	NP	F	0	-	1278										TRUE	5	NP	F	0	-	555		TRUE	8	NP	F	0	-	838		TRUE	10	FC	AAA	2370	3	1244	3.55500000E+001									
あるビー！ feat.ころねぽち	Sub	RES2	0	0	0	22.9655	39.7445									TRUE	4	NP	F	0	-	500		TRUE	9	NP	F	0	-	900		TRUE	11	EC	A	1997	82	1457	2.29655000E+001									TRUE	4	NP	F	0	-	502		TRUE	9	NP	F	0	-	885		TRUE	11	EX	AAA	2741	8	1474	3.97445000E+001									
真夜中のバベル	Sub	RES1	0	0	0	0	24.215									TRUE	4	NP	F	0	-	360		TRUE	7	NP	F	0	-	607		TRUE	9	NP	F	0	-	877										TRUE	4	NP	F	0	-	357		TRUE	7	NP	F	0	-	597		TRUE	9	EX	AAA	1670	1	891	2.42150000E+001									
Luna Plena	Sub	RES2	0	0	0	0	35.9165									TRUE	5	NP	F	0	-	438		TRUE	8	NP	F	0	-	814		TRUE	10	NP	F	0	-	1309										TRUE	5	NP	F	0	-	455		TRUE	8	NP	F	0	-	794		TRUE	10	EX	AAA	2477	4	1334	3.59165000E+001									
Sunny Day Vibes	Sub	RES1	0	0	0	0	33.582									TRUE	5	NP	F	0	-	482		TRUE	8	NP	F	0	-	829		TRUE	10	NP	F	0	-	1150										TRUE	6	NP	F	0	-	562		TRUE	9	NP	F	0	-	930		TRUE	11	EX	AAA	2316	5	1211	3.35820000E+001									
The Clown of 24stairs	Sub	SV2	0	0	0	0	35.022									TRUE	6	NP	F	0	-	579		TRUE	10	NP	F	0	-	1146		TRUE	12	NP	F	0	-	1788										TRUE	6	NP	F	0	-	572		TRUE	10	NP	F	0	-	1117		TRUE	12	HC	A	2694	45	1786	3.50220000E+001									
ZEИITH	Sub	SV2	0	0	0	0	39.614									TRUE	6	NP	F	0	-	580		TRUE	9	NP	F	0	-	1020		TRUE	11	NP	F	0	-	1531										TRUE	6	NP	F	0	-	597		TRUE	9	NP	F	0	-	1008		TRUE	11	EX	AAA	2732	8	1502	3.96140000E+001									
Chaotoxin	Sub	RES2	0	0	0	0	12.3									TRUE	5	NP	F	0	-	599		TRUE	9	NP	F	0	-	888		TRUE	12	NP	F	0	-	1705										TRUE	5	NP	F	0	-	615		TRUE	9	NP	F	0	-	869		TRUE	12	F	D	1230	-	1746	1.23000000E+001									
昏き甲鉄のヴェルガ	Sub	RES2	0	0	0	0	35.895									TRUE	4	NP	F	0	-	458		TRUE	7	NP	F	0	-	813		TRUE	10	NP	F	0	-	1177										TRUE	4	NP	F	0	-	431		TRUE	7	NP	F	0	-	766		TRUE	10	FC	AAA	2393	1	1229	3.58950000E+001									
《ORDERBREAKER》	Sub	HV1	0	0	0	0	34.568									TRUE	6	NP	F	0	-	511		TRUE	9	NP	F	0	-	815		TRUE	11	NP	F	0	-	1257										TRUE	6	NP	F	0	-	521		TRUE	9	NP	F	0	-	750		TRUE	11	EX	AAA	2384	10	1298	3.45680000E+001									
OVER VOLTAGE	Sub	HV1	0	0	0	0	33.754									TRUE	6	NP	F	0	-	560		TRUE	9	NP	F	0	-	935		TRUE	11	NP	F	0	-	1332										TRUE	6	NP	F	0	-	583		TRUE	9	NP	F	0	-	954		TRUE	11	EX	AA	2411	18	1371	3.37540000E+001									
Hat Surprise (Season 2)	Sub	HV1	0	0	0	33.579	44.225									TRUE	5	NP	F	0	-	514		TRUE	9	NP	F	0	-	928		TRUE	12	HC	A	2583	71	1729	3.35790000E+001									TRUE	5	NP	F	0	-	524		TRUE	9	NP	F	0	-	947		TRUE	12	EX	AAA	3050	16	1703	4.42250000E+001									
